symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,cact,mpc,ypc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
MOSILVER,Domestic Price of Physical Silver,183,185.69,180.63,181.46,4.13,2.33,448622,82331109.44,176.7509,193.33,112.32,177.33,0,0,19.49,,07-Nov-2025,-,-,20.916905444126083,Infinity,6.139761030362594,-61.556267806267826,https://nsearchives.nseindia.com/today/MOSILVEREQN.svg,https://nsearchives.nseindia.com/30d/MOSILVER-EQ.svg,,EQ,"{'symbol': 'MOSILVER', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FZ1', 'listingDate': '2025-08-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,176,179.99,176,176.91,4.03,2.33,677931,120434442.15,172.055,183,83.3,172.88,0,94.29,20.85,09-Dec-2024,07-Nov-2025,-,-,20.864931338389006,98.81995954146998,3.327868852459018,-112.37695078031213,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,EQ,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
SILVERCASE,Commodity-Silver,18.7,19.07,18.54,18.58,0.42,2.31,15829177,295847318.13,20.1248,19.7,9,18.16,0,0,20.58,,07-Nov-2025,-,-,20.884840598568633,Infinity,5.685279187817264,-106.44444444444441,https://nsearchives.nseindia.com/today/SILVERCASEEQN.svg,https://nsearchives.nseindia.com/30d/SILVERCASE-EQ.svg,,EQ,"{'symbol': 'SILVERCASE', 'companyName': 'Zerodha Fund House - Zerodha Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01091', 'listingDate': '2025-03-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,182.88,185.97,180.85,181.7,3.9,2.19,2611504,476886745.44,177.4643,194.8,85.51,177.8,0,93.43,20.45,09-Dec-2024,07-Nov-2025,-,-,20.562670028531603,97.67188859878152,6.724845995893235,-112.48976727868083,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,EQ,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
SILVERAG,Mirae Asset Silver ETF,179.65,181.2,177.2,178.5,3.81,2.18,860095,154980518.05,173.8992,185.7,83.55,174.69,0,0,20.54,,07-Nov-2025,-,-,20.63256065418666,Infinity,3.87722132471728,-113.64452423698384,https://nsearchives.nseindia.com/today/SILVERAGEQN.svg,https://nsearchives.nseindia.com/30d/SILVERAG-EQ.svg,,EQ,"{'symbol': 'SILVERAG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KG6', 'listingDate': '2023-06-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
SILVERIETF,Domestic Price of Silver,181,185.04,181,182.6,3.82,2.14,8415316,1544378792.32,178.0562,190,86.01,178.78,0,93.69,20.64,09-Dec-2024,07-Nov-2025,-,-,20.767195767195773,97.83315276273024,3.894736842105266,-112.30089524473895,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ,"{'symbol': 'SILVERIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Y56', 'listingDate': '2022-01-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,183.08,185.99,179.2,182.27,3.65,2.04,2251095,412985888.7,178.0523,191.65,86.3,178.62,0,93.69,20.59,09-Dec-2024,07-Nov-2025,-,-,20.620739858381306,97.64693125135547,4.894338638142445,-111.2050984936269,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,EQ,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
HDFCMID150,HDFC NIFTY Midcap 150 ETF,21.58,22.8,21.58,22.3,0.16,0.72,294589,6507471.01,22.1267,23.35,17.51,22.14,0,1.33,-0.54,09-Dec-2024,07-Nov-2025,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 115.95/- PER SHARE TO RS 11.59/- PER SHARE,-0.17905102954341606,2.0594965675057173,4.496788008565313,-27.35579668760707,https://nsearchives.nseindia.com/today/HDFCMID150EQN.svg,https://nsearchives.nseindia.com/30d/HDFCMID150-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCMID150-EQ.svg,EQ,"{'symbol': 'HDFCMID150', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HT0', 'slb_isin': 'INF179KC1HT0', 'listingDate': '2023-02-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
NIFTY100EW,Nifty 100 Equal Weight Index,33.34,33.68,33.3,33.58,0.24,0.72,13928,465891.6,33.394,35.23,24.25,33.34,0,0,-1.48,,07-Nov-2025,-,-,-1.0023584905660476,Infinity,4.68350837354527,-38.4742268041237,https://nsearchives.nseindia.com/today/NIFTY100EWEQN.svg,https://nsearchives.nseindia.com/30d/NIFTY100EW-EQ.svg,,EQ,"{'symbol': 'NIFTY100EW', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty 100 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1UW4', 'listingDate': '2025-03-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
METALIETF,Nifty Metal Index,10.4,10.54,10.08,10.21,0.06,0.59,5850035,59904358.4,10.1498,11.05,7.35,10.15,0,7.41,-3.15,09-Dec-2024,07-Nov-2025,-,-,-3.2227488151658754,8.042328042328059,7.601809954751129,-38.91156462585036,https://nsearchives.nseindia.com/today/METALIETFEQN.svg,https://nsearchives.nseindia.com/30d/METALIETF-EQ.svg,https://nsearchives.nseindia.com/365d/METALIETF-EQ.svg,EQ,"{'symbol': 'METALIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19W1', 'slb_isin': 'INF109KC19W1', 'listingDate': '2024-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
NEXT30ADD,BSE SENSEX Next 30 Index,39.55,39.6,39.22,39.6,0.23,0.58,173727,6862216.5,39.3405,40.98,32.27,39.37,0,0,-1.53,,07-Nov-2025,-,-,-1.02474381404648,Infinity,3.367496339677881,-22.71459559962813,https://nsearchives.nseindia.com/today/NEXT30ADDEQN.svg,https://nsearchives.nseindia.com/30d/NEXT30ADD-EQ.svg,,EQ,"{'symbol': 'NEXT30ADD', 'companyName': 'DSP Mutual Fund - DSP BSE SENSEX Next 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1VE5', 'listingDate': '2025-02-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,10.32,10.75,10.32,10.65,0.06,0.57,12047,128541.49,10.6278,11.5,9,10.59,0,0,0.67,,07-Nov-2025,-,-,0.4716981132075539,Infinity,7.391304347826084,-18.333333333333336,https://nsearchives.nseindia.com/today/GROWWLOVOLEQN.svg,https://nsearchives.nseindia.com/30d/GROWWLOVOL-EQ.svg,,EQ,"{'symbol': 'GROWWLOVOL', 'companyName': 'Groww Mutual Fund - Groww Nifty 500 Low Volatility 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LB9', 'listingDate': '2025-06-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
METAL,Nifty Metal Total Return Index,10.4,10.4,10.01,10.2,0.05,0.49,865742,8856540.66,10.1569,11.5,7.73,10.15,0,7.64,-3.15,09-Dec-2024,07-Nov-2025,-,-,-3.133903133903135,8.165429480381755,11.304347826086962,-31.95342820181111,https://nsearchives.nseindia.com/today/METALEQN.svg,https://nsearchives.nseindia.com/30d/METAL-EQ.svg,https://nsearchives.nseindia.com/365d/METAL-EQ.svg,EQ,"{'symbol': 'METAL', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LY7', 'slb_isin': 'INF769K01LY7', 'listingDate': '2024-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
QUALITY30,Nifty200 Quality 30 Index,21.7,21.7,21.14,21.27,0.09,0.42,4972,105406.4,21.206,22.09,19.51,21.18,0,0,0.86,,07-Nov-2025,-,-,0.4723665564477934,Infinity,3.712086917157086,-9.021014864172209,https://nsearchives.nseindia.com/today/QUALITY30EQN.svg,https://nsearchives.nseindia.com/30d/QUALITY30-EQ.svg,,EQ,"{'symbol': 'QUALITY30', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty200 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1WT6', 'listingDate': '2025-07-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Dec-2025 16:00:00', 'preOpenTime': '10-Dec-2025 09:07:34', 'QuotePreOpenFlag': False}}"
