symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,xdt,cact,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
BBNPPGOLD,Baroda BNP Paribas Gold ETF,106.55,111.65,106.55,111.4,2.15,1.97,97598,10875345.14,106.0005,123.95,69.45,109.25,0,49.76,12.75,20-Sep-2024,22-Aug-2025,51.87457396046355,-,-,13.731495661051559,10.125050423557884,-60.40316774658027,https://nsearchives.nseindia.com/today/BBNPPGOLDEQN.svg,https://nsearchives.nseindia.com/30d/BBNPPGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/BBNPPGOLD-EQ.svg,"{'symbol': 'BBNPPGOLD', 'companyName': 'Baroda BNP Paribas Mutual Fund - Baroda BNP Paribas Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF251K01SU9', 'listingDate': '2023-12-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
HDFCSILVER,HDFC Silver ETF,131.89,131.89,128.71,130.7,2.02,1.57,4262355,552315960.9,119.9882,131.89,83.13,128.68,0,48.69,16.68,20-Sep-2024,22-Aug-2025,52.79401449614213,-,-,16.239772323016712,0.9022670407157464,-57.223625646577645,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,"{'symbol': 'HDFCSILVER', 'companyName': 'HDFC Mutual Fund - HDFC Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DI2', 'listingDate': '2022-09-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
TATSILV,Tata Silver Exchange Traded Fund,12.67,13.32,12.67,13.19,0.19,1.46,20649135,270503668.5,12.0679,13.85,8.15,13,0,48.74,16.8,20-Sep-2024,22-Aug-2025,52.48554913294796,-,-,16.211453744493394,4.76534296028881,-61.840490797545996,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,"{'symbol': 'TATSILV', 'companyName': 'Tata Mutual Fund Tata Silver Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1984', 'listingDate': '2024-01-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
EVIETF,Nifty EV & New Age Automotive ETF,32.57,32.57,31.03,32.24,0.46,1.45,209034,6645190.86,31.5987,33.75,23.56,31.78,0,0,4.95,,22-Aug-2025,Infinity,-,-,5.878489326765198,4.4740740740740685,-36.84210526315791,https://nsearchives.nseindia.com/today/EVIETFEQN.svg,https://nsearchives.nseindia.com/30d/EVIETF-EQ.svg,https://nsearchives.nseindia.com/365d/EVIETF-EQ.svg,"{'symbol': 'EVIETF', 'companyName': 'ICICI Prudential MF-ICICI Prudential Nifty EV & New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109K1A153', 'listingDate': '2025-04-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
METALIETF,Nifty Metal Index,10.18,10.45,9.94,10.18,0.14,1.39,9937450,100865117.5,9.8288,10.67,7.35,10.04,0,6.81,6.81,20-Sep-2024,22-Aug-2025,7.953340402969247,-,-,7.610993657505273,4.592314901593254,-38.50340136054422,https://nsearchives.nseindia.com/today/METALIETFEQN.svg,https://nsearchives.nseindia.com/30d/METALIETF-EQ.svg,https://nsearchives.nseindia.com/365d/METALIETF-EQ.svg,"{'symbol': 'METALIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19W1', 'slb_isin': 'INF109KC19W1', 'listingDate': '2024-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,129.98,130.63,128.51,130.6,1.76,1.37,2088796,271313712.44,120.3899,130.63,83.3,128.84,0,48.72,16.56,20-Sep-2024,22-Aug-2025,52.285447761194014,-,-,15.79040695097082,0.02296562810992968,-56.78271308523409,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SILVER1,Kotak Silver ETF,132.94,132.94,128.4,131.48,1.78,1.37,1138838,149495264.26,121.2518,132.94,81.8,129.7,0,47.96,16.53,20-Sep-2024,22-Aug-2025,52.24641037517368,-,-,15.861825872400411,1.0982398074319302,-60.73349633251833,https://nsearchives.nseindia.com/today/SILVER1EQN.svg,https://nsearchives.nseindia.com/30d/SILVER1-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER1-EQ.svg,"{'symbol': 'SILVER1', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1KU9', 'listingDate': '2022-12-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SILVERCASE,Commodity-Silver,13.23,13.98,13.23,13.75,0.18,1.33,6583967,90266187.57,17.1876,14.4,9,13.57,0,0,16.38,,22-Aug-2025,Infinity,-,-,15.935919055649247,4.513888888888891,-52.77777777777778,https://nsearchives.nseindia.com/today/SILVERCASEEQN.svg,https://nsearchives.nseindia.com/30d/SILVERCASE-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERCASE-EQ.svg,"{'symbol': 'SILVERCASE', 'companyName': 'Zerodha Fund House - Zerodha Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01091', 'listingDate': '2025-03-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SILVERIETF,Domestic Price of Silver,136.64,136.64,133.31,135.07,1.76,1.32,5869111,790041031.71,124.6077,136.64,86.01,133.31,0,48.49,16.5,20-Sep-2024,22-Aug-2025,52.191549295774635,-,-,15.850415987649018,1.1490046838407446,-57.03987908382745,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,"{'symbol': 'SILVERIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Y56', 'listingDate': '2022-01-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,128.51,129.94,128.25,129.83,1.61,1.26,30486985,3938918462,119.7886,129.94,77.55,128.22,0,48.27,16.64,20-Sep-2024,22-Aug-2025,52.114821323960186,-,-,15.867916108879978,0.08465445590271296,-67.4145712443585,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'listingDate': '2022-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,136.27,136.27,133.41,134.61,1.66,1.25,957805,128681101.75,124.4169,136.27,85.51,132.95,0,48.95,16.5,20-Sep-2024,22-Aug-2025,52.601745833805715,-,-,15.654265830397811,1.2181698099361535,-57.42018477371069,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MON100,Nasdaq100,219.97,219.97,215.44,217.3,2.69,1.25,952429,206058014.15,207.1607,221.7,158,214.61,0,33.76,6.7,20-Sep-2024,22-Aug-2025,35.03604275416358,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,6.8338249754178975,1.9846639603067107,-37.53164556962026,https://nsearchives.nseindia.com/today/MON100EQN.svg,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,"{'symbol': 'MON100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AP3', 'slb_isin': 'INF247L01AP3', 'listingDate': '2011-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
GROWWSLVR,Commodity-Silver,131.89,137.77,131.59,133.51,1.63,1.24,814726,108831099.08,123.1988,146.6,94.2,131.88,0,0,16.46,,22-Aug-2025,Infinity,-,-,15.823718226771923,8.929058663028654,-41.73036093418258,https://nsearchives.nseindia.com/today/GROWWSLVREQN.svg,https://nsearchives.nseindia.com/30d/GROWWSLVR-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWSLVR-EQ.svg,"{'symbol': 'GROWWSLVR', 'companyName': 'Groww Mutual Fund - Groww Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LA1', 'listingDate': '2025-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SILVERETF,UTI Silver Exchange Traded Fund (UTI Silver ETF),133.14,133.14,130,131.48,1.58,1.22,1368682,179338402.46,120.826,133.14,84.05,129.9,0,48.8,16.76,20-Sep-2024,22-Aug-2025,52.299316575929566,-,-,15.964014817428115,1.2468078714135473,-56.43069601427721,https://nsearchives.nseindia.com/today/SILVERETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERETF-EQ.svg,"{'symbol': 'SILVERETF', 'companyName': 'UTI Mutual Fund - UTI Silver Exchange Traded Fund (UTI Silver ETF)', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AYK6', 'listingDate': '2023-04-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SBISILVER,SBI SILVER ETF,132.41,133.17,131.55,133,1.49,1.13,3606280,477399346.4,122.5936,133.17,84.75,131.51,0,49.43,16.78,20-Sep-2024,22-Aug-2025,52.243589743589745,-,-,15.833478488068288,0.12765637906434446,-56.932153392330385,https://nsearchives.nseindia.com/today/SBISILVEREQN.svg,https://nsearchives.nseindia.com/30d/SBISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SBISILVER-EQ.svg,"{'symbol': 'SBISILVER', 'companyName': 'SBI Mutual Fund - SBI SILVER ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1217', 'listingDate': '2024-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MAFANG,NYSE FANG+ Total Return Index,171.78,171.78,171.01,171.78,1.89,1.11,440774,75711749.98,138.6164,171.78,92.13,169.89,0,80.48,9.68,20-Sep-2024,22-Aug-2025,82.84193720063864,-,-,11.741364730371439,0,-86.4539238033214,https://nsearchives.nseindia.com/today/MAFANGEQN.svg,https://nsearchives.nseindia.com/30d/MAFANG-EQ.svg,https://nsearchives.nseindia.com/365d/MAFANG-EQ.svg,"{'symbol': 'MAFANG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset NYSE FANG+ ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HF4', 'slb_isin': 'INF769K01HF4', 'listingDate': '2021-05-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MASPTOP50,S&P 500 Top 50 Total Return Index,68.36,68.36,68.36,68.36,0.72,1.06,93403,6385029.08,55.7684,68.36,36.48,67.64,0,55.89,7.6,20-Sep-2024,22-Aug-2025,57.76598199861528,-,-,8.267342413683876,0,-87.390350877193,https://nsearchives.nseindia.com/today/MASPTOP50EQN.svg,https://nsearchives.nseindia.com/30d/MASPTOP50-EQ.svg,https://nsearchives.nseindia.com/365d/MASPTOP50-EQ.svg,"{'symbol': 'MASPTOP50', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset S&P 500 Top 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HP3', 'slb_isin': 'INF769K01HP3', 'listingDate': '2021-09-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,62.77,62.9,61.8,62.9,0.65,1.04,12337,765757.59,61.8705,65.85,59.48,62.25,0,0,-0.88,,22-Aug-2025,Infinity,-,-,0.2869897959183669,4.479878511769166,-5.749831876260931,https://nsearchives.nseindia.com/today/MOMIDMTMEQN.svg,https://nsearchives.nseindia.com/30d/MOMIDMTM-EQ.svg,https://nsearchives.nseindia.com/365d/MOMIDMTM-EQ.svg,"{'symbol': 'MOMIDMTM', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Midcap150 Momentum 50', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FQ0', 'listingDate': '2025-07-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,74.47,75.6,73.85,75.16,0.75,1.01,1419180,107091322.8,71.5723,75.6,55.8,74.41,0,11.01,5,20-Sep-2024,22-Aug-2025,8.785641916340994,-,-,6.248232965790221,0.5820105820105791,-34.69534050179212,https://nsearchives.nseindia.com/today/PSUBNKIETFEQN.svg,https://nsearchives.nseindia.com/30d/PSUBNKIETF-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBNKIETF-EQ.svg,"{'symbol': 'PSUBNKIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC10S8', 'slb_isin': 'INF109KC10S8', 'listingDate': '2023-03-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
METAL,Nifty Metal Total Return Index,10.22,10.22,10.03,10.18,0.1,0.99,583186,5913506.04,9.8377,10.84,7.73,10.08,0,0,7.01,,22-Aug-2025,Infinity,-,-,7.38396624472573,6.0885608856088576,-31.694695989650704,https://nsearchives.nseindia.com/today/METALEQN.svg,https://nsearchives.nseindia.com/30d/METAL-EQ.svg,https://nsearchives.nseindia.com/365d/METAL-EQ.svg,"{'symbol': 'METAL', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LY7', 'slb_isin': 'INF769K01LY7', 'listingDate': '2024-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
AUTOBEES,Nifty Auto TRI,281.97,284.48,280.11,281.98,2.73,0.98,634138,178649357.36,274.763,287.31,197.07,279.25,0,3.86,7.71,20-Sep-2024,22-Aug-2025,3.270463285112619,-,-,8.088009812940825,1.8551390484145989,-43.08621302075406,https://nsearchives.nseindia.com/today/AUTOBEESEQN.svg,https://nsearchives.nseindia.com/30d/AUTOBEES-EQ.svg,https://nsearchives.nseindia.com/365d/AUTOBEES-EQ.svg,"{'symbol': 'AUTOBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Nifty Auto ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1337', 'slb_isin': 'INF204KC1337', 'listingDate': '2022-01-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SBIBPB,BSE PSU Bank Index TRI,41.89,43.98,41.89,43.39,0.42,0.98,37511,1626476.96,41.1425,48.8,34.37,42.97,0,0,5.37,,22-Aug-2025,Infinity,-,-,6.924593395761465,11.086065573770485,-26.24381728251383,https://nsearchives.nseindia.com/today/SBIBPBEQN.svg,https://nsearchives.nseindia.com/30d/SBIBPB-EQ.svg,https://nsearchives.nseindia.com/365d/SBIBPB-EQ.svg,"{'symbol': 'SBIBPB', 'companyName': 'SBI Mutual Fund - SBI BSE PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1712', 'listingDate': '2025-03-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
