symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,cact,mpc,ypc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
SILVERAG,Mirae Asset Silver ETF,230.01,236,230,234.7,5.97,2.61,1182884,277338982.64,230.4741,249.4,84.55,228.73,0,0,31.87,,05-Dec-2025,-,-,34.900563283135995,Infinity,5.894145950280681,-177.58722649319927,https://nsearchives.nseindia.com/today/SILVERAGEQN.svg,https://nsearchives.nseindia.com/30d/SILVERAG-EQ.svg,,EQ,"{'symbol': 'SILVERAG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KG6', 'listingDate': '2023-06-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
SILVERCASE,Commodity-Silver,24.7,24.75,24.16,24.56,0.6,2.50,23201455,569131691.15,21.376,25.4,9,23.96,0,0,33.04,,05-Dec-2025,-,-,35.46607832322118,Infinity,3.307086614173228,-172.88888888888886,https://nsearchives.nseindia.com/today/SILVERCASEEQN.svg,https://nsearchives.nseindia.com/30d/SILVERCASE-EQ.svg,,EQ,"{'symbol': 'SILVERCASE', 'companyName': 'Zerodha Fund House - Zerodha Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01091', 'listingDate': '2025-03-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,10.88,11.1,10.79,11.1,0.27,2.49,148631,1618591.59,10.8594,11.5,9,10.83,0,0,0.65,,05-Dec-2025,-,-,4.02999062792877,Infinity,3.4782608695652204,-23.33333333333333,https://nsearchives.nseindia.com/today/GROWWLOVOLEQN.svg,https://nsearchives.nseindia.com/30d/GROWWLOVOL-EQ.svg,,EQ,"{'symbol': 'GROWWLOVOL', 'companyName': 'Groww Mutual Fund - Groww Nifty 500 Low Volatility 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LB9', 'slb_isin': 'INF666M01LB9', 'listingDate': '2025-06-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,239.8,242.46,238,241.19,5.8,2.46,3474644,837910400.6,236.1793,251.99,88.25,235.39,0,164.16,32.71,03-Jan-2025,05-Dec-2025,-,-,35.25684163301929,170.3620670328439,4.2858843604905,-173.30311614730877,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,EQ,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,232.66,235,230.74,233,5.56,2.44,1326736,309527508.8,228.2832,243.99,84.09,227.44,0,163.88,32.71,03-Jan-2025,05-Dec-2025,-,-,35.24495008126306,170.48990016252614,4.504282962416496,-177.08407658461172,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,EQ,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
GROWWSLVR,Commodity-Silver,235,237.75,234.32,236.56,5.37,2.32,884523,209295832.26,232.221,256.58,94.2,231.19,0,0,32.81,,05-Dec-2025,-,-,35.16169580619357,Infinity,7.8026346558578155,-151.12526539278133,https://nsearchives.nseindia.com/today/GROWWSLVREQN.svg,https://nsearchives.nseindia.com/30d/GROWWSLVR-EQ.svg,,EQ,"{'symbol': 'GROWWSLVR', 'companyName': 'Groww Mutual Fund - Groww Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LA1', 'listingDate': '2025-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
SILVERBND,Commodity - Silver,239,242.35,238.55,241.5,5.12,2.17,73526,17735206.46,236.5223,261.42,180,236.38,0,0,0,,,-,-,Infinity,Infinity,7.619921964654584,-34.166666666666664,https://nsearchives.nseindia.com/today/SILVERBNDEQN.svg,,,EQ,"{'symbol': 'SILVERBND', 'companyName': 'Bandhan Mutual Fund - Bandhan Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF194KB1KI9', 'listingDate': '2025-12-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
PHARMABEES,Nifty Pharma TRI,23.83,23.83,22.55,23.71,0.46,1.98,10404291,245021053.05,23.2933,24.4,19.47,23.25,0,-2.19,-0.98,03-Jan-2025,05-Dec-2025,-,-,2.242345838723586,0.5939753924480295,2.8278688524590074,-21.777092963533654,https://nsearchives.nseindia.com/today/PHARMABEESEQN.svg,https://nsearchives.nseindia.com/30d/PHARMABEES-EQ.svg,https://nsearchives.nseindia.com/365d/PHARMABEES-EQ.svg,EQ,"{'symbol': 'PHARMABEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Nifty Pharma ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1089', 'slb_isin': 'INF204KC1089', 'listingDate': '2021-07-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
HEALTHIETF,Nifty Healthcare Index,151.61,153.2,149.78,153.05,2.94,1.96,81182,12345346.74,150.1237,157.19,128.14,150.11,0,-1.04,-1.31,03-Jan-2025,05-Dec-2025,-,-,1.9381910217130847,1.3307733050847586,2.633755327947062,-19.439675355080404,https://nsearchives.nseindia.com/today/HEALTHIETFEQN.svg,https://nsearchives.nseindia.com/30d/HEALTHIETF-EQ.svg,https://nsearchives.nseindia.com/365d/HEALTHIETF-EQ.svg,EQ,"{'symbol': 'HEALTHIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Q72', 'slb_isin': 'INF109KC1Q72', 'listingDate': '2021-05-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
AXISHCETF,Nifty Healthcare Index,149.7,152.75,149.7,152,2.69,1.80,6056,912639.2,149.0897,156.13,127.43,149.31,0,-1.24,-0.91,03-Jan-2025,05-Dec-2025,-,-,2.2329835889157876,1.1041638951709436,2.6452315378210436,-19.281173977870196,https://nsearchives.nseindia.com/today/AXISHCETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISHCETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISHCETF-EQ.svg,EQ,"{'symbol': 'AXISHCETF', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Z12', 'slb_isin': 'INF846K01Z12', 'listingDate': '2021-05-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
ESILVER,Edelweiss Silver ETF,241.33,243.93,237.56,240.68,4.14,1.75,351896,85053263.2,236.4484,252,86.27,236.54,0,163.7,33.56,03-Jan-2025,05-Dec-2025,-,-,34.585919588435935,167.60062263731376,4.492063492063489,-178.98458328503537,https://nsearchives.nseindia.com/today/ESILVEREQN.svg,https://nsearchives.nseindia.com/30d/ESILVER-EQ.svg,https://nsearchives.nseindia.com/365d/ESILVER-EQ.svg,EQ,"{'symbol': 'ESILVER', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SF3', 'listingDate': '2023-11-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
GROWWMETAL,Nifty Metal Index,11.16,11.69,10.9,11.08,0.19,1.74,3355715,37013536.45,10.9,11.69,10.03,10.89,0,0,0,,,-,-,Infinity,Infinity,5.218135158254914,-10.468594217347963,https://nsearchives.nseindia.com/today/GROWWMETALEQN.svg,,,EQ,"{'symbol': 'GROWWMETAL', 'companyName': 'Groww Mutual Fund - Groww Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01NI0', 'listingDate': '2025-12-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
HEALTHADD,DSP Nifty Healthcare ETF,148.22,150.42,148.12,150.28,2.15,1.45,6050,902055,147.7528,152.22,126.98,148.13,0,-1.02,-1.02,03-Jan-2025,05-Dec-2025,-,-,1.6848230597469445,1.1714016426551832,1.2744711601629206,-18.34934635375649,https://nsearchives.nseindia.com/today/HEALTHADDEQN.svg,https://nsearchives.nseindia.com/30d/HEALTHADD-EQ.svg,https://nsearchives.nseindia.com/365d/HEALTHADD-EQ.svg,EQ,"{'symbol': 'HEALTHADD', 'companyName': 'DSP Mutual Fund - DSP Nifty Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1UF4', 'slb_isin': 'INF740KA1UF4', 'listingDate': '2024-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '06-Jan-2026 16:00:00', 'preOpenTime': '06-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
