symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,cact,mpc,ypc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
AXISILVER,Axis Silver ETF,158.21,164.94,158.21,162.98,7.01,4.49,1286321,209747502.26,155.6646,194.8,85.51,155.97,0,74.68,-10.29,12-Nov-2024,13-Oct-2025,-,-,-6.257908662141966,82.52883861574642,16.33470225872691,-90.59759092503798,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
SBISILVER,SBI SILVER ETF,159.02,163.2,159.02,160.8,6.82,4.43,2421436,389633266.76,153.3928,180,84.75,153.98,0,75.04,-7.14,12-Nov-2024,13-Oct-2025,-,-,-3.0273790857556278,82.78958735932706,10.66666666666666,-89.7345132743363,https://nsearchives.nseindia.com/today/SBISILVEREQN.svg,https://nsearchives.nseindia.com/30d/SBISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SBISILVER-EQ.svg,"{'symbol': 'SBISILVER', 'companyName': 'SBI Mutual Fund - SBI SILVER ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1217', 'listingDate': '2024-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,158.84,164.5,158.83,163.7,6.86,4.37,2174610,355548735,156.1106,191.65,86.3,156.84,0,75.63,-7.67,12-Nov-2024,13-Oct-2025,-,-,-3.6321893212456677,83.31466965285554,14.583876858857302,-89.68713789107763,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,155.01,159.04,155,158,6.49,4.28,545559,86291067.03,150.8357,183,83.3,151.51,0,75.48,-8.72,12-Nov-2024,13-Oct-2025,-,-,-4.80780816965899,82.99745193421357,13.66120218579235,-89.67587034813926,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GROWWSLVR,Commodity-Silver,155.5,161.98,155.5,160.61,6.29,4.08,787065,126843395.4,153.9475,194.21,94.2,154.32,0,0,-9.1,,13-Oct-2025,-,-,-5.389962299717235,Infinity,17.30085989392925,-70.49893842887474,https://nsearchives.nseindia.com/today/GROWWSLVREQN.svg,https://nsearchives.nseindia.com/30d/GROWWSLVR-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWSLVR-EQ.svg,"{'symbol': 'GROWWSLVR', 'companyName': 'Groww Mutual Fund - Groww Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LA1', 'listingDate': '2025-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
SILVER360,Commodity-Silver,159,161.85,159,160.4,6.23,4.04,568599,91709332.71,154.2598,178.56,78.4,154.17,0,0,-4.9,,13-Oct-2025,-,-,-1.054839306643642,Infinity,10.170250896057345,-104.59183673469387,https://nsearchives.nseindia.com/today/SILVER360EQN.svg,https://nsearchives.nseindia.com/30d/SILVER360-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER360-EQ.svg,"{'symbol': 'SILVER360', 'companyName': '360 ONE Mutual Fund - 360 ONE Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BC3', 'listingDate': '2025-04-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
AXISGOLD,Gold,106.4,106.75,104.66,106.69,3.13,3.02,1345512,142543541.28,103.1872,109.92,62.01,103.56,0,64.38,-0.13,12-Nov-2024,13-Oct-2025,23-JUL-20, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RE 1/- PER SHARE,2.893239463786286,69.34920634920636,2.9385007278020416,-72.05289469440413,https://nsearchives.nseindia.com/today/AXISGOLDEQN.svg,https://nsearchives.nseindia.com/30d/AXISGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/AXISGOLD-EQ.svg,"{'symbol': 'AXISGOLD', 'companyName': 'Axis Mutual Fund - Axis Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01W80', 'listingDate': '2010-11-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
QGOLDHALF,Gold,103.16,105.61,103.16,105.48,2.83,2.76,201142,21174218.34,102.2894,109.5,61.41,102.65,0,64,-0.1,12-Nov-2024,13-Oct-2025,16-DEC-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100 PER SHARE TO RS 2 PER SHARE,2.656934306569347,68.52532353411088,3.6712328767123252,-71.76355642403519,https://nsearchives.nseindia.com/today/QGOLDHALFEQN.svg,https://nsearchives.nseindia.com/30d/QGOLDHALF-EQ.svg,https://nsearchives.nseindia.com/365d/QGOLDHALF-EQ.svg,"{'symbol': 'QGOLDHALF', 'companyName': 'Quantum Gold Fund -Exchange Traded Fund (ETF)', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF082J01408', 'listingDate': '2008-02-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GROWWGOLD,Commodity,122.53,124.89,122.53,124.8,3.32,2.73,751260,93298979.4,121.1153,129,73,121.48,0,62.67,-0.04,12-Nov-2024,13-Oct-2025,-,-,2.690693655887432,67.11301553294052,3.2558139534883743,-70.95890410958904,https://nsearchives.nseindia.com/today/GROWWGOLDEQN.svg,https://nsearchives.nseindia.com/30d/GROWWGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWGOLD-EQ.svg,"{'symbol': 'GROWWGOLD', 'companyName': 'Groww Mutual Fund - Groww Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IW1', 'listingDate': '2024-10-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
UNIONGOLD,Commodity Gold,123.75,127,121.05,125,3.3,2.71,8245,1019988.95,121.2514,132,82,121.7,0,0,0.83,,13-Oct-2025,-,-,3.562551781275888,Infinity,5.303030303030303,-52.4390243902439,https://nsearchives.nseindia.com/today/UNIONGOLDEQN.svg,https://nsearchives.nseindia.com/30d/UNIONGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/UNIONGOLD-EQ.svg,"{'symbol': 'UNIONGOLD', 'companyName': 'Union Mutual Fund - Union Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF582M01KS4', 'listingDate': '2025-02-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLDETFADD,DSP Gold ETF,121.7,123.9,121.7,123.9,3.25,2.69,558062,68825786.46,120.1115,131.04,72.2,120.65,0,63.5,0.27,12-Nov-2024,13-Oct-2025,-,-,2.966841186736481,67.90893074942403,5.448717948717938,-71.60664819944598,https://nsearchives.nseindia.com/today/GOLDETFADDEQN.svg,https://nsearchives.nseindia.com/30d/GOLDETFADD-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDETFADD-EQ.svg,"{'symbol': 'GOLDETFADD', 'companyName': 'DSP Mutual Fund - DSP Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SW3', 'listingDate': '2023-05-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
IVZINGOLD,Gold,10870.05,11055.55,10870,11055.55,285.15,2.65,289,3182129.87,10773.6344,12272.75,6460,10770.4,0,63.23,-0.19,12-Nov-2024,13-Oct-2025,-,-,2.450155914800551,67.55529959155217,9.917907559430452,-71.13854489164086,https://nsearchives.nseindia.com/today/IVZINGOLDEQN.svg,https://nsearchives.nseindia.com/30d/IVZINGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/IVZINGOLD-EQ.svg,"{'symbol': 'IVZINGOLD', 'companyName': 'Invesco India Gold Exchange Traded Fund', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF205K01361', 'listingDate': '2010-03-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLDBEES,Gold,104.16,105.46,104.16,105.37,2.68,2.61,33205778,3483618169.98,102.4384,108.69,61.67,102.69,0,63.42,0.04,12-Nov-2024,13-Oct-2025,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,2.649780808572819,67.67982176957352,3.054558837059521,-70.86103453867358,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,"{'symbol': 'GOLDBEES', 'companyName': 'NIPPON INDIA ETF GOLD BEES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB17I5', 'listingDate': '2007-03-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
LICMFGOLD,Gold,11364.55,11490,11333.65,11490,290.7,2.60,1737,19840726.17,,12100,6690,11199.3,0,64.49,-0.26,12-Nov-2024,13-Oct-2025,-,-,2.3247943930643493,68.75716006227417,5.041322314049586,-71.74887892376681,https://nsearchives.nseindia.com/today/LICMFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/LICMFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/LICMFGOLD-EQ.svg,"{'symbol': 'LICMFGOLD', 'companyName': 'LIC MF Gold EXCHANGE TRADED FUND', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF397L01554', 'listingDate': '2011-11-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Nov-2025 16:00:00', 'preOpenTime': '13-Nov-2025 09:07:12', 'QuotePreOpenFlag': False}}"
